Personal or Business,Business Number,Vehicle Type,Standard or Express,Platform,Cancel Reason,Cancelled by,Placement Day,Placement Time,Confirmation Day,Confirmation Time,Cancellation Day,Cancellation Time,Distance (KM),Pickup Lat,Pickup Long,scheduled
Business,50536,Bike,Express,desktop,I placed the wrong locations.,Customer,3,12:46:50,3,12:48:15,3,12:54:16,6,-1.2846453,36.8196363,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,3,16:39:05,3,16:40:36,3,18:07:44,7,-1.2803659,36.8210934,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,15:45:47,,,3,15:58:06,13,-1.3042168,36.7022859,Scheduled
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,3,13:26:38,3,13:26:55,3,13:26:56,6,-1.3032581,36.8134970,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,3,17:04:45,3,17:05:50,3,17:05:54,7,-1.3096368,36.8182308,OnDemAND
Personal,,Bike,Standard,desktop,My order is not ready.,Customer,3,14:28:44,,,3,14:35:36,15,-1.3348005,36.8697260,OnDemAND
Business,30004,Bike,Express,desktop,My order is not ready.,Customer,3,11:17:52,3,11:18:03,3,11:18:18,40,-1.2406781,36.8781920,OnDemAND
Personal,,Bike,Express,ios,No driver has been allocated to my request.,Customer,3,12:34:14,,,3,14:43:12,30,-1.2241124,36.6030939,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,3,17:31:28,3,17:58:48,3,18:31:03,15,-1.3480987,36.9096936,OnDemAND
Business,31348,Bike,Express,desktop,No driver has been allocated to my request.,Customer,3,11:41:33,,,3,12:05:22,9,-1.2559185,36.7863057,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,3,10:30:10,3,10:42:42,3,10:59:43,4,-1.2718846,36.8097022,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,3,12:21:45,,,3,12:28:26,12,-1.3037170,36.7328670,OnDemAND
Business,29068,Bike,Standard,API,Customer error,Staff,3,10:43:46,,,3,11:08:18,29,-1.2465000,36.7234910,OnDemAND
Business,20680,Bike,Express,desktop,No driver has been allocated to my request.,Customer,3,10:38:01,,,3,10:40:30,16,-1.2630895,36.7914034,Scheduled
Business,40300,Bike,Express,desktop,My order is not ready.,Customer,3,16:56:05,,,3,16:58:56,10,-1.3393460,36.7572970,OnDemAND
Business,20680,Bike,Express,desktop,No driver has been allocated to my request.,Customer,3,11:43:04,3,11:47:46,3,11:49:54,8,-1.2911012,36.8234962,OnDemAND
Business,30004,Bike,Express,desktop,My order is not ready.,Customer,3,11:37:53,3,11:38:47,3,11:39:19,40,-1.2468781,36.8782920,OnDemAND
Business,50836,Bike,Standard,desktop,No Partner,Staff,3,11:06:01,3,12:13:23,4,11:53:13,20,-1.3290996,36.8641935,OnDemAND
Business,23728,Bike,Standard,desktop,I placed the wrong locations.,Customer,3,15:50:55,,,3,15:58:25,6,-1.2552895,36.7879034,OnDemAND
Business,31348,Bike,Express,desktop,I placed the wrong locations.,Customer,3,11:20:33,3,11:20:47,3,11:24:23,9,-1.2624185,36.7922057,OnDemAND
Personal,,Bike,Express,android,No Partner,Staff,3,12:40:03,3,12:41:05,3,12:45:02,16,-1.2921216,36.7942683,OnDemAND
Business,31348,Bike,Express,desktop,I placed the wrong locations.,Customer,3,11:17:08,,,3,11:52:52,4,-1.3116869,36.8454207,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,3,17:24:36,,,3,18:03:59,15,-1.3457987,36.9054936,OnDemAND
Business,20680,Bike,Standard,desktop,I placed the wrong locations.,Customer,3,9:48:46,,,3,9:49:29,6,-1.2852816,36.8123346,OnDemAND
Personal,,Bike,Standard,desktop,No Partner,Staff,3,13:55:51,,,3,18:05:41,19,-1.2856890,36.8338900,OnDemAND
Business,29236,Bike,Express,desktop,My order is not ready.,Customer,3,12:50:15,3,12:51:07,3,12:51:41,12,-1.3163113,36.8296563,OnDemAND
Business,42556,Bike,Express,desktop,My order is not ready.,Customer,3,12:10:44,3,12:11:16,3,12:14:36,26,-1.3448256,36.8836135,OnDemAND
Business,31348,Bike,Express,desktop,I placed the wrong locations.,Customer,3,11:53:26,,,3,13:02:02,8,-1.3038062,36.8302410,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,3,12:32:02,3,12:52:53,3,14:04:32,11,-1.2996264,36.8188123,OnDemAND
Business,52588,Bike,Express,desktop,I placed the wrong locations.,Customer,3,16:35:56,3,16:36:50,3,16:38:12,2,-1.2442412,36.7952298,OnDemAND
Personal,,Bike,Express,android,Customer error,Staff,3,23:18:13,3,23:18:48,4,7:38:12,41,-1.2802850,36.7244836,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,3,17:52:32,,,3,17:52:56,7,-1.3299058,36.6846482,OnDemAND
Business,31348,Bike,Express,desktop,No Partner,Staff,3,10:50:51,,,4,3:00:27,4,-1.3065869,36.8501207,OnDemAND
Personal,,Bike,Express,ios,No Partner,Staff,3,15:20:06,3,15:21:45,3,15:56:56,7,-1.2984199,36.8340158,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,13:26:18,,,3,13:30:09,3,-1.2854461,36.7996021,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,3,21:50:50,,,3,21:51:07,14,-1.2090356,36.8966644,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,3,18:38:04,,,3,18:38:11,48,-1.2570330,36.7898938,OnDemAND
Business,17968,Bike,Express,desktop,My order is not ready.,Customer,3,14:36:10,3,14:36:42,3,15:20:09,7,-1.3207297,36.8597837,OnDemAND
Business,30004,Bike,Express,desktop,My order is not ready.,Customer,3,11:45:51,3,11:46:22,3,11:46:29,40,-1.2443781,36.8780920,OnDemAND
Business,30004,Bike,Express,desktop,My order is not ready.,Customer,3,11:34:56,3,11:35:27,3,11:35:37,40,-1.2503781,36.8797920,OnDemAND
Business,20680,Bike,Express,desktop,Customer error,Staff,3,18:36:16,3,18:36:52,3,19:05:36,1,-1.2571143,36.7978002,OnDemAND
Personal,,Bike,Standard,android,Customer error,Staff,3,10:32:53,3,10:42:54,3,12:54:04,9,-1.2647028,36.8052849,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,13:40:33,,,3,13:42:45,6,-1.2642539,36.8003841,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,3,12:47:32,,,3,12:47:38,22,-1.2802951,36.8225303,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,3,12:07:40,3,12:08:05,3,12:35:48,1,-1.2955216,36.7965683,OnDemAND
Business,17968,Bike,Express,desktop,No driver has been allocated to my request.,Customer,3,15:26:31,,,3,16:12:00,7,-1.3064210,36.8311950,OnDemAND
Business,31348,Bike,Express,desktop,I placed the wrong locations.,Customer,3,11:40:42,,,3,13:01:52,4,-1.2824708,36.8258093,OnDemAND
Business,27436,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,3,10:47:21,,,3,11:32:22,23,-1.3770939,36.7349031,OnDemAND
Personal,,Bike,Express,android,Customer error,Staff,3,16:49:13,3,16:50:16,3,18:14:16,11,-1.2217292,36.8170884,OnDemAND
Business,30004,Bike,Express,desktop,My order is not ready.,Customer,3,11:21:46,3,11:22:03,3,11:22:24,40,-1.2474781,36.8761920,OnDemAND
Business,31348,Bike,Express,desktop,I placed the wrong locations.,Customer,3,11:25:25,,,3,11:39:36,12,-1.2588185,36.7932057,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,3,19:04:51,3,19:05:02,3,19:06:49,9,-1.3039229,36.7891500,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,3,12:35:28,3,12:52:53,3,13:06:31,18,-1.2743610,36.7327070,OnDemAND
Business,17968,Bike,Express,desktop,No driver has been allocated to my request.,Customer,3,11:17:08,,,3,12:22:23,4,-1.3009210,36.8293950,OnDemAND
Business,29068,Bike,Standard,API,Customer error,Staff,3,11:02:36,,,3,11:14:22,29,-1.2551000,36.7248910,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,3,12:06:54,3,12:07:10,3,12:07:17,4,-1.2902234,36.7952464,OnDemAND
Business,31348,Bike,Express,desktop,My order is not ready.,Customer,3,13:27:57,3,13:44:34,3,16:44:39,10,-1.2843708,36.8223093,OnDemAND
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,3,13:03:55,,,3,13:04:38,19,-1.2197237,36.9137449,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,9:47:04,,,3,9:54:51,19,-1.2307041,36.9409862,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,13:37:09,,,3,13:39:56,6,-1.2630539,36.7982841,OnDemAND
Business,30004,Bike,Express,desktop,My order is not ready.,Customer,3,11:24:52,3,11:25:22,3,11:25:33,40,-1.2494781,36.8773920,OnDemAND
Business,52588,Bike,Standard,desktop,My order is not ready.,Customer,3,11:58:40,3,13:58:42,3,15:00:35,5,-1.3398181,36.9205018,OnDemAND
Business,30004,Bike,Express,desktop,I placed the wrong locations.,Customer,3,11:30:17,3,11:30:31,3,11:30:45,40,-1.2475781,36.8792920,OnDemAND
Business,29236,Bike,Express,desktop,No Partner,Staff,3,16:33:17,3,16:33:39,3,16:54:24,14,-1.3188113,36.8318563,OnDemAND
Business,17968,Bike,Express,desktop,I placed the wrong locations.,Customer,3,14:34:56,,,3,14:35:06,7,-1.3153297,36.8598837,OnDemAND
Business,23728,Bike,Express,desktop,My order is not ready.,Customer,3,15:51:00,,,3,15:51:49,6,-1.2563895,36.7820034,OnDemAND
Business,20680,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,3,15:14:42,,,3,15:17:31,8,-1.2617895,36.7889034,OnDemAND
Business,22996,Bike,Express,android,I placed the wrong locations.,Customer,3,14:55:40,3,14:56:13,3,14:57:33,5,-1.2890832,36.7890683,OnDemAND
Business,31348,Bike,Express,desktop,My order is not ready.,Customer,3,10:21:39,,,3,11:19:51,12,-1.2600185,36.7931057,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,14:48:22,,,3,14:53:00,11,-1.2476964,36.7801001,OnDemAND
Business,29236,Bike,Express,desktop,My order is not ready.,Customer,3,12:24:20,3,12:26:29,3,12:49:45,9,-1.3231113,36.8304563,OnDemAND
Personal,,Bike,Express,ios,I placed the wrong locations.,Customer,3,15:16:25,,,3,15:17:06,7,-1.2880610,36.8396100,OnDemAND
Business,29068,Bike,Standard,API,No Partner,Staff,3,13:18:57,,,3,18:53:06,19,-1.2892890,36.8295900,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,12:00:06,3,12:37:25,3,16:53:33,7,-1.2536197,36.7893096,OnDemAND
Personal,,Bike,Standard,ios,I placed the wrong locations.,Customer,3,12:11:14,,,3,12:11:20,1,-1.2907438,36.7887819,OnDemAND
Business,20680,Bike,Express,ios,My order is not ready.,Customer,3,13:49:37,3,13:50:23,3,13:50:34,14,-1.2564143,36.8002002,OnDemAND
Personal,,Bike,Standard,ios,The driver is too far away.,Customer,3,13:34:16,3,13:43:48,3,14:25:53,15,-1.3060735,36.8029049,OnDemAND
Business,60040,Bike,Express,desktop,I placed the wrong locations.,Customer,3,14:29:40,,,3,14:30:01,6,-1.2942359,36.8358718,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,3,15:22:52,,,3,15:31:53,5,-1.3093317,36.8239662,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,17:20:59,,,3,17:39:23,25,-1.2978741,36.7851612,OnDemAND
Business,14608,Bike,Express,desktop,I placed the wrong locations.,Customer,3,13:31:44,,,3,13:32:13,12,-1.2897168,36.8369384,OnDemAND
Business,20680,Bike,Standard,ios,I placed the wrong locations.,Customer,3,13:51:01,,,3,13:53:22,14,-1.2555143,36.7981002,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,3,9:07:10,,,3,9:07:24,7,-1.2545700,36.7752000,OnDemAND
Personal,,Bike,Standard,ios,My order is not ready.,Customer,3,11:23:42,,,3,11:23:59,2,-1.2883832,36.7934683,OnDemAND
Personal,,Bike,Express,android,No Partner,Staff,3,13:20:37,3,13:21:59,3,13:39:31,19,-1.3241683,36.8588300,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,3,11:37:24,,,3,11:49:15,11,-1.3235531,36.7048699,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,3,14:50:45,,,3,18:54:45,21,-1.2863890,36.8277900,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,3,20:57:27,,,4,3:00:32,19,-1.3264429,36.8952894,OnDemAND
Business,20680,Bike,Express,android,Customer error,Staff,3,17:20:33,3,17:21:02,3,19:03:25,7,-1.2844095,36.8291839,OnDemAND
Personal,,Bike,Express,ios,No driver has been allocated to my request.,Customer,3,10:58:46,,,3,10:59:39,24,-1.2892763,36.7734525,OnDemAND
Business,20680,Bike,Express,desktop,No Partner,Staff,3,10:29:26,3,12:06:06,3,12:10:27,18,-1.2799454,36.8237017,OnDemAND
Business,31348,Bike,Express,desktop,I placed the wrong locations.,Customer,3,10:44:52,3,10:46:41,3,11:06:39,4,-1.2785708,36.8306093,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,3,13:12:38,3,13:12:58,3,14:35:51,17,-1.2544940,36.7972240,OnDemAND
Business,14608,Bike,Express,desktop,Customer error,Staff,3,14:11:05,3,14:11:43,3,14:37:23,10,-1.2849764,36.8249622,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,3,22:49:23,,,3,22:50:45,6,-1.2738058,36.8118903,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,3,9:12:37,,,3,9:13:45,13,-1.3831180,36.6757900,OnDemAND
Business,40240,Bike,Express,desktop,The driver is too far away.,Customer,3,16:26:04,3,16:29:14,3,16:57:49,7,-1.2284180,36.7995477,OnDemAND
Business,40300,Bike,Express,desktop,No driver has been allocated to my request.,Customer,3,10:23:42,3,10:24:03,3,10:24:07,3,-1.2877849,36.8187445,OnDemAND
Business,28396,Bike,Express,desktop,My order is not ready.,Customer,3,14:18:45,3,14:19:35,3,14:23:17,7,-1.3498039,36.7270746,OnDemAND
Business,26368,Bike,Express,desktop,I placed the wrong locations.,Customer,3,11:35:06,,,3,11:36:31,2,-1.2823973,36.8199054,OnDemAND
Personal,,Bike,Standard,ios,My order is not ready.,Customer,3,14:53:22,3,15:34:42,3,16:29:38,9,-1.3004442,36.7583888,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,3,11:03:04,,,3,11:03:31,14,-1.3646766,36.9157742,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,3,14:20:21,3,14:55:19,3,14:56:17,7,-1.3109180,36.8322050,OnDemAND
Business,20680,Bike,Express,desktop,I placed the wrong locations.,Customer,3,10:47:47,3,10:49:15,3,10:53:44,3,-1.2839792,36.9029492,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,3,15:19:37,,,3,15:19:44,25,-1.2133500,36.7959314,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,3,11:05:50,3,12:10:53,3,12:58:41,14,-1.3615766,36.9203742,OnDemAND
Business,40300,Bike,Express,desktop,I placed the wrong locations.,Customer,3,14:13:31,3,14:14:01,3,14:14:27,45,-1.2676150,36.8144150,OnDemAND
Business,32536,Bike,Express,desktop,No Partner,Staff,3,16:00:28,3,16:01:45,3,17:06:00,8,-1.2585422,36.7784178,OnDemAND
Personal,,Bike,Express,ios,The driver is too far away.,Customer,3,15:35:58,3,15:36:56,3,16:05:27,3,-1.2955102,36.7963702,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,3,12:17:19,3,12:37:25,3,13:56:42,6,-1.2792568,36.7934953,OnDemAND
Personal,,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,3,10:46:52,,,3,10:57:58,5,-1.3085905,36.8753176,OnDemAND
Personal,,Bike,Standard,android,Delay,Staff,3,15:07:06,3,15:44:19,3,19:48:54,4,-1.3020041,36.8162583,Scheduled
Business,43876,Bike,Express,desktop,I placed the wrong locations.,Customer,3,9:48:19,3,9:48:28,3,9:49:53,13,-1.2717940,36.8150971,OnDemAND
Personal,,Bike,Express,ios,Customer error,Staff,3,18:56:17,3,18:57:32,3,19:15:35,15,-1.2300900,36.7890548,OnDemAND
Business,14608,Bike,Express,desktop,I placed the wrong locations.,Customer,3,13:45:57,,,3,13:46:24,9,-1.2802298,36.8340116,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,10:46:45,,,3,10:52:17,14,-1.3079552,36.8205077,OnDemAND
Business,20680,Bike,Express,android,No driver has been allocated to my request.,Customer,3,14:51:50,,,3,14:52:31,23,-1.3676383,36.9181174,OnDemAND
Business,20680,Bike,Express,android,My order is not ready.,Customer,3,15:42:20,,,3,16:03:51,8,-1.3442066,36.7644638,OnDemAND
Business,20680,Bike,Express,desktop,No Partner,Staff,3,10:59:24,3,11:00:17,3,12:05:04,15,-1.2673143,36.7973002,OnDemAND
Business,48028,Bike,Standard,desktop,My order is not ready.,Customer,3,17:14:26,,,3,17:16:37,3,-1.3259779,36.8362109,OnDemAND
Personal,,Bike,Standard,ios,No Partner,Staff,3,11:56:37,,,3,12:00:56,2,-1.3047706,36.7674174,OnDemAND
Business,20680,Bike,Express,desktop,Customer error,Staff,3,15:03:40,3,15:04:25,3,15:23:01,3,-1.2552895,36.7809034,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,3,9:05:38,,,3,9:07:08,13,-1.3569990,36.6574840,OnDemAND
Business,14992,Bike,Standard,desktop,No Partner,Staff,3,16:37:23,3,16:47:10,3,20:06:08,16,-1.2869890,36.8293900,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,3,14:28:07,,,3,14:40:23,14,-1.3388490,36.8838510,OnDemAND
Personal,,Bike,Standard,ios,My order is not ready.,Customer,3,9:14:16,3,9:29:05,3,9:32:53,10,-1.3117537,36.8197906,OnDemAND
Business,32692,Bike,Express,API,No Partner,Staff,3,19:38:50,3,20:10:35,4,8:24:08,0,-1.3311904,36.8703943,Scheduled
Business,60040,Bike,Express,desktop,I placed the wrong locations.,Customer,3,14:31:18,3,14:31:25,3,14:31:34,6,-1.3023359,36.8450718,OnDemAND
Business,20680,Bike,Standard,desktop,My order is not ready.,Customer,3,14:55:14,,,3,14:55:32,6,-1.2906816,36.8187346,OnDemAND
Business,40300,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,3,13:51:47,,,3,14:19:46,10,-1.2367110,36.8821760,OnDemAND
Business,57028,Bike,Express,desktop,My order is not ready.,Customer,3,15:51:01,3,15:52:31,3,16:07:55,13,-1.2997106,36.8423370,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,3,22:51:14,,,3,22:54:00,3,-1.2977066,36.7777423,OnDemAND
Business,20680,Bike,Express,desktop,No Partner,Staff,3,16:07:58,3,16:08:56,3,16:14:26,14,-1.3260473,36.8564068,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,3,8:58:17,,,3,9:44:47,5,-1.2847890,36.8283900,OnDemAND
Business,20680,Bike,Express,android,No Partner,Staff,3,14:39:00,3,15:06:20,3,15:52:22,23,-1.3640383,36.9201174,OnDemAND
Business,17968,Bike,Express,desktop,My order is not ready.,Customer,3,15:00:08,3,15:00:48,3,15:14:48,19,-1.3065210,36.8311950,OnDemAND
Personal,,Bike,Standard,ios,My order is not ready.,Customer,3,13:00:00,3,13:15:53,3,14:25:09,9,-1.3044831,36.7620386,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,3,8:43:38,3,8:50:23,3,9:09:19,6,-1.2607028,36.8068849,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,3,13:00:35,,,3,13:01:10,11,-1.2673425,36.7937963,OnDemAND
Business,29236,Bike,Express,desktop,No Partner,Staff,3,15:25:18,3,16:06:55,3,16:41:54,5,-1.3097062,36.8248410,OnDemAND
Business,40300,Bike,Express,desktop,No driver has been allocated to my request.,Customer,3,9:58:11,3,9:58:57,3,9:59:02,2,-1.2685370,36.7992490,OnDemAND
Personal,,Bike,Standard,ios,My order is not ready.,Customer,3,11:45:02,,,3,11:45:12,6,-1.3037833,36.7779897,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,3,13:44:35,3,15:18:40,3,15:39:50,13,-1.3237683,36.8567300,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,3,21:15:04,,,4,3:00:32,21,-1.3044190,36.9105600,OnDemAND
Business,20680,Bike,Express,desktop,Customer error,Staff,3,12:09:50,3,12:10:02,3,12:20:17,10,-1.2534958,36.7994131,OnDemAND
Business,14608,Bike,Express,desktop,No Partner,Staff,3,13:47:01,3,13:50:58,3,14:06:09,9,-1.2814298,36.8278116,OnDemAND
Business,48028,Bike,Standard,desktop,My order is not ready.,Customer,3,17:17:22,,,3,17:26:43,4,-1.3242003,36.8315435,OnDemAND
Business,20680,Bike,Express,desktop,Customer error,Staff,3,9:12:13,3,9:13:40,3,9:36:06,9,-1.2823940,36.8228710,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,3,7:58:48,3,13:44:10,3,13:48:28,17,-1.3402450,36.7411222,Scheduled
Business,29236,Bike,Express,desktop,No Partner,Staff,3,14:54:33,3,14:55:55,3,15:54:27,7,-1.2556185,36.7878057,OnDemAND
Personal,,Bike,Express,ios,My order is not ready.,Customer,3,16:06:33,3,16:07:05,3,16:09:14,3,-1.2959102,36.7872702,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,3,9:17:09,,,3,9:34:42,23,-1.2842770,36.9665210,OnDemAND
Business,29236,Bike,Express,desktop,No Partner,Staff,3,14:53:35,3,16:40:30,3,17:22:36,8,-1.3209113,36.8336563,OnDemAND
Business,26368,Bike,Express,desktop,I placed the wrong locations.,Customer,3,11:32:10,,,3,11:33:34,2,-1.2848973,36.8291054,OnDemAND
Personal,,Bike,Express,ios,No driver has been allocated to my request.,Customer,3,15:09:36,,,3,15:20:59,5,-1.3053317,36.8221662,OnDemAND
Personal,,Bike,Express,ios,My order is not ready.,Customer,3,11:22:16,,,3,11:22:23,2,-1.2933832,36.7910683,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,3,9:25:54,,,4,3:00:32,24,-1.4071768,36.7138825,OnDemAND
Business,32536,Bike,Express,desktop,No driver has been allocated to my request.,Customer,3,15:59:34,,,3,16:00:00,5,-1.2600422,36.7851178,OnDemAND
Business,51772,Bike,Express,desktop,I placed the wrong locations.,Customer,3,15:39:21,,,3,15:39:42,12,-1.2408056,36.8729698,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,3,8:57:11,3,9:14:11,3,9:29:58,9,-1.2531649,36.7752310,OnDemAND
Personal,,Bike,Express,ios,My order is not ready.,Customer,3,8:26:23,3,8:28:12,3,10:18:42,18,-1.2319781,36.8872381,OnDemAND
Business,20680,Bike,Express,desktop,No Partner,Staff,3,16:17:08,3,16:17:40,3,16:27:31,14,-1.3235473,36.8583068,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,10:54:57,3,10:58:53,3,11:10:46,14,-1.3050552,36.8180077,OnDemAND
Business,32692,Bike,Express,API,Customer error,Staff,3,19:38:55,3,21:24:46,4,11:06:23,0,-1.3276904,36.8694943,Scheduled
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,9:39:02,,,3,9:54:32,8,-1.2888510,36.8044170,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,20:38:09,,,3,20:55:24,22,-1.3081850,36.9118270,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,3,13:10:14,3,13:12:28,3,13:17:00,13,-1.3356480,36.8946820,OnDemAND
Personal,,Bike,Express,ios,I placed the wrong locations.,Customer,3,14:09:58,,,3,14:10:22,8,-1.3020706,36.7668174,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,3,12:59:26,,,3,12:59:31,30,-1.3513735,36.7201064,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,3,13:43:47,3,13:45:14,3,13:49:00,3,-1.2757670,36.7915296,OnDemAND
Business,20680,Bike,Express,ios,My order is not ready.,Customer,3,15:14:40,3,15:15:56,3,15:18:12,11,-1.2094460,36.7971976,OnDemAND
Personal,,Bike,Standard,desktop,No Partner,Staff,3,9:37:50,3,9:50:06,3,10:33:07,18,-1.3342885,36.8917920,OnDemAND
Business,23728,Bike,Express,desktop,No Partner,Staff,3,10:24:53,,,4,3:00:34,11,-1.2571895,36.7916034,OnDemAND
Business,26368,Bike,Express,desktop,Customer error,Staff,3,10:13:39,3,10:13:54,3,10:22:29,77,-1.2813083,36.8138126,OnDemAND
Business,20680,Bike,Express,desktop,My order is not ready.,Customer,3,18:10:17,,,3,18:10:31,3,-1.2576895,36.7870034,OnDemAND
Business,22996,Bike,Express,android,My order is not ready.,Customer,3,15:43:09,3,15:53:50,3,16:24:29,8,-1.2829475,36.8295903,OnDemAND
Personal,,Bike,Express,desktop,My order is not ready.,Customer,3,12:30:16,3,12:30:46,3,12:31:59,7,-1.3036097,36.7765221,OnDemAND
Business,23728,Bike,Standard,desktop,No Partner,Staff,3,10:39:24,3,10:49:03,3,11:09:25,8,-1.2557895,36.7833034,OnDemAND
Business,42652,Bike,Express,android,I placed the wrong locations.,Customer,3,12:23:46,3,12:24:16,3,12:29:48,25,-1.2652341,36.8069045,OnDemAND
Personal,,Bike,Express,android,Customer error,Staff,3,13:07:20,3,13:23:20,3,14:30:24,13,-1.2179586,36.8829064,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,3,10:54:57,,,4,3:00:34,23,-1.3814998,36.9226035,OnDemAND
Personal,,Bike,Standard,desktop,No Partner,Staff,3,12:40:46,,,3,17:54:42,27,-1.2801890,36.8270900,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,3,19:27:47,3,19:28:16,3,19:28:48,23,-1.2587923,36.8364708,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,3,8:48:11,,,3,8:48:37,26,-1.3292707,36.8894858,OnDemAND
Business,20680,Bike,Express,android,My order is not ready.,Customer,3,6:41:59,3,6:48:56,3,7:12:27,5,-1.2602605,36.8024777,OnDemAND
Business,18028,Bike,Express,desktop,No driver has been allocated to my request.,Customer,3,12:28:42,,,3,12:28:54,7,-1.3037097,36.7743221,OnDemAND
Business,20680,Bike,Standard,desktop,My order is not ready.,Customer,3,15:35:55,3,16:34:34,3,17:00:36,5,-1.2571472,36.8014633,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,15:54:08,,,3,16:07:21,9,-1.2682402,36.9064583,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,3,10:22:48,,,3,10:27:17,10,-1.3191146,36.8337771,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,3,21:12:50,,,3,21:14:24,12,-1.2106070,36.8685199,Scheduled
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,3,12:45:12,,,3,12:46:06,13,-1.3643766,36.7467254,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,3,14:37:11,,,3,14:40:29,9,-1.2822972,36.9635813,OnDemAND
Business,29236,Bike,Express,desktop,I placed the wrong locations.,Customer,3,9:36:41,3,9:36:52,3,9:38:31,13,-1.2632185,36.7870057,OnDemAND
