personal_or_business,business_number,vehicle_type,standard_or_express,platform,cancel_reason,cancelled_by,placement_day,placement_time,confirmation_day,confirmation_time,cancellation_day,cancellation_time,distance_(km),pickup_lat,pickup_long,scheduled
Business,32692.0,Bike,Express,API,No Partner,Staff,4,02:20:11,4,,4,03:00:00,0,-1.3319903999999998,36.8743943,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,4,12:45:15,4,,4,12:45:47,9,-1.3078636000000001,36.8638816,OnDemAND
Business,16312.0,Bike,Express,android,I placed the wrong locations.,Customer,4,13:20:28,4,,4,13:20:38,12,-1.302292,36.737557,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,4,03:01:17,4,,4,10:13:22,0,-1.3293903999999999,36.8743943,OnDemAND
Business,20680.0,Bike,Express,ios,I placed the wrong locations.,Customer,4,14:04:44,4,14:05:06,4,14:09:54,14,-1.232322,36.80285,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,4,03:56:54,4,,4,10:13:44,0,-1.3303904,36.8758943,OnDemAND
Personal,-1.0,Bike,Express,desktop,I placed the wrong locations.,Customer,4,10:32:40,4,10:32:54,4,10:33:05,33,-1.3048097,36.7688221,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,4,02:02:36,4,,4,03:00:00,0,-1.3256903999999998,36.8756943,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,4,09:55:56,4,,4,09:56:17,18,-1.3020846000000001,36.788259100000005,OnDemAND
Business,45724.0,Bike,Standard,android,The driver is too far away.,Customer,4,10:53:30,4,11:15:16,4,11:22:54,7,-1.283301,36.771423,OnDemAND
Business,29236.0,Bike,Express,desktop,I placed the wrong locations.,Customer,4,10:11:10,4,10:11:27,4,10:22:10,4,-1.3246113000000002,36.8297563,OnDemAND
Personal,-1.0,Bike,Express,desktop,My order is not ready.,Customer,4,12:14:08,4,12:40:01,4,12:59:42,17,-1.2178375,36.8850061,OnDemAND
Personal,-1.0,Bike,Express,desktop,My order is not ready.,Customer,4,10:29:14,4,10:29:58,4,10:30:22,33,-1.3047097,36.7757221,OnDemAND
Personal,-1.0,Bike,Standard,android,I placed the wrong locations.,Customer,4,13:55:58,4,,4,13:56:06,9,-1.2445912000000001,36.8812788,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,4,12:08:20,4,,4,12:14:04,8,-1.3473066,36.7690638,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,4,02:56:13,4,,4,03:00:00,0,-1.3320903999999998,36.8717943,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,4,04:47:37,4,06:28:42,4,09:01:31,0,-1.3313903999999999,36.8762943,OnDemAND
Personal,-1.0,Bike,Express,android,The driver is too far away.,Customer,4,13:45:30,4,13:49:54,4,14:22:53,6,-1.3126993,36.8398382,OnDemAND
Business,20680.0,Bike,Standard,ios,My order is not ready.,Customer,4,13:22:11,4,,4,13:26:57,14,-1.2558143,36.80300020000001,OnDemAND
Business,20680.0,Bike,Express,ios,I placed the wrong locations.,Customer,4,13:17:15,4,13:17:58,4,13:18:08,14,-1.2577143,36.7984002,OnDemAND
Personal,-1.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,4,08:39:07,4,,4,08:39:32,19,-1.3351102,36.6713687,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,4,13:20:20,4,,4,13:25:33,4,-1.3107871000000002,36.8321614,OnDemAND
Business,29236.0,Bike,Standard,desktop,No Partner,Staff,4,11:18:39,4,,4,11:20:49,9,-1.2624184999999999,36.7919057,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,4,12:33:26,4,,4,12:35:26,20,-1.204185,36.895370299999996,OnDemAND
Personal,-1.0,Bike,Express,desktop,No Partner,Staff,4,13:25:11,4,13:25:45,4,13:29:37,0,-1.302397,36.7701525,OnDemAND
Business,55000.0,Bike,Standard,desktop,No Partner,Staff,4,13:32:40,4,15:26:37,4,15:30:45,17,-1.2399912,36.88347879999999,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,4,12:26:09,4,,4,12:30:59,20,-1.210785,36.897270299999995,OnDemAND
Business,28108.0,Bike,Standard,desktop,No Partner,Staff,4,12:02:34,4,,4,13:01:05,7,-1.256428,36.7799435,OnDemAND
Business,29236.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,4,12:54:21,4,12:54:32,4,13:04:52,11,-1.3209113000000001,36.835856299999996,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,4,02:56:13,4,,4,03:00:00,0,-1.3303904,36.875594299999996,OnDemAND
Personal,-1.0,Bike,Express,android,The driver is too far away.,Customer,4,08:11:15,4,08:21:11,4,09:17:26,17,-1.2355962,36.6958682,OnDemAND
Personal,-1.0,Bike,Express,android,My order is not ready.,Customer,4,09:36:25,4,09:37:27,4,09:43:16,22,-1.2516928,36.69632,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,4,06:31:01,4,07:24:36,4,08:54:05,0,-1.3315903999999998,36.8674943,OnDemAND
Business,24436.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,4,10:24:47,4,,4,10:25:07,11,-1.3290189,36.8467551,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,4,06:31:00,4,09:20:11,4,10:02:21,0,-1.3251903999999999,36.8664943,OnDemAND
Personal,-1.0,Bike,Express,desktop,No Partner,Staff,4,11:00:35,4,11:01:20,4,11:03:55,0,-1.2939969999999998,36.7681525,OnDemAND
Personal,-1.0,Bike,Express,android,My order is not ready.,Customer,4,10:08:06,4,10:09:06,4,10:35:16,36,-1.2735311000000002,36.8204602,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,4,12:15:32,4,,4,13:42:47,13,-1.3249978,36.875753499999995,OnDemAND
Personal,-1.0,Bike,Express,android,My order is not ready.,Customer,4,10:57:00,4,10:57:31,4,11:25:07,20,-1.2795889,36.8336135,OnDemAND
Personal,-1.0,Bike,Standard,android,No Partner,Staff,4,17:51:32,4,19:57:30,4,20:14:16,18,-1.3216350000000001,36.905159999999995,OnDemAND
Business,31204.0,Bike,Standard,desktop,No Partner,Staff,4,16:58:20,4,17:05:50,4,17:57:37,5,-1.273739,36.785823,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,4,18:35:58,4,,4,19:50:22,0,-1.3301903999999998,36.8707943,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,5,23:29:50,5,,5,03:00:00,0,-1.3299903999999998,36.874694299999994,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,5,21:46:13,5,,5,03:00:00,0,-1.3275903999999998,36.865094299999996,OnDemAND
Business,29236.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,4,16:26:42,4,16:26:50,4,16:42:53,9,-1.2609185,36.790505700000004,OnDemAND
Personal,-1.0,Bike,Standard,android,I placed the wrong locations.,Customer,4,17:39:29,4,,4,17:45:46,18,-1.3262247,36.904892600000004,OnDemAND
Business,31204.0,Bike,Standard,desktop,No Partner,Staff,4,17:02:46,4,17:05:50,4,17:57:45,4,-1.2748389999999998,36.794422999999995,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,5,23:23:12,5,,5,03:00:00,0,-1.3344904,36.8758943,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,4,17:46:53,4,,4,17:49:38,18,-1.327935,36.89736,OnDemAND
Business,22480.0,Bike,Standard,desktop,No Partner,Staff,4,15:05:56,4,19:09:22,4,19:18:54,4,-1.2781326000000002,36.8109804,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,5,23:23:00,5,,5,03:00:00,0,-1.3314903999999999,36.866594299999996,OnDemAND
Business,27184.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,4,15:39:18,4,,4,16:03:32,5,-1.2770016000000002,36.8283814,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,4,18:00:55,4,,4,18:04:05,19,-1.3265517,36.8944,OnDemAND
Business,25948.0,Bike,Express,desktop,My order is not ready.,Customer,4,17:27:03,4,17:30:44,4,18:00:24,11,-1.2886072,36.827259999999995,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,5,23:24:20,5,,5,03:00:00,0,-1.3292903999999999,36.866994299999995,OnDemAND
Personal,-1.0,Bike,Standard,android,No Partner,Staff,5,21:44:56,5,,5,03:00:00,4,-1.2797493999999998,36.7735783,OnDemAND
Personal,-1.0,Bike,Express,android,My order is not ready.,Customer,4,16:01:58,4,,4,16:02:49,7,-1.1762066,36.8246646,OnDemAND
Personal,-1.0,Bike,Express,ios,My order is not ready.,Customer,4,16:24:14,4,16:24:51,4,16:44:06,7,-1.2758075,36.7701473,OnDemAND
Business,20680.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,4,15:23:29,4,15:27:10,4,17:28:04,3,-1.2995491000000001,36.8255899,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,4,18:35:58,4,19:12:43,4,19:37:30,0,-1.3256903999999998,36.8720943,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,4,17:02:07,4,17:06:28,4,17:20:35,7,-1.2645198999999998,36.7911071,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,5,21:38:59,5,,5,03:00:01,0,-1.3322903999999998,36.8762943,OnDemAND
Business,17968.0,Bike,Express,desktop,My order is not ready.,Customer,4,14:56:01,4,,4,15:00:11,7,-1.2687563,36.8025439,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,4,16:32:49,4,,4,16:43:15,6,-1.2678971,36.777107799999996,OnDemAND
Business,29236.0,Bike,Express,desktop,I placed the wrong locations.,Customer,4,16:19:31,4,16:20:06,4,16:21:25,9,-1.3097062,36.823141,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,4,16:24:57,4,,4,16:32:03,6,-1.2747971000000002,36.7810078,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,4,17:50:17,4,,4,17:50:56,18,-1.328535,36.90256,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,4,15:45:05,4,15:47:34,4,16:48:28,0,-1.3246904,36.8707943,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,5,23:19:40,5,,5,03:00:00,0,-1.3284904,36.8675943,OnDemAND
Business,29236.0,Bike,Express,desktop,My order is not ready.,Customer,4,14:35:37,4,,4,14:51:45,9,-1.3154113,36.8378563,OnDemAND
Business,20680.0,Bike,Standard,desktop,No Partner,Staff,4,15:27:05,4,15:29:17,4,15:30:35,23,-1.293069,36.806327,OnDemAND
Business,23656.0,Bike,Express,desktop,My order is not ready.,Customer,4,16:20:25,4,16:23:40,4,16:34:25,6,-1.288067,36.8107484,OnDemAND
Business,20680.0,Bike,Express,android,No Partner,Staff,5,16:47:26,5,06:42:03,5,07:40:38,9,-1.2590895,36.788703399999996,Scheduled
Personal,-1.0,Bike,Standard,android,No Partner,Staff,4,17:55:56,4,19:56:55,4,20:14:24,19,-1.3280517,36.8964,OnDemAND
Business,10780.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,4,19:41:09,4,,4,19:41:22,8,-1.2600605,36.7976777,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,4,18:07:18,4,,4,19:50:14,0,-1.3271903999999999,36.8651943,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,4,16:49:59,4,,4,16:51:56,19,-1.3276931,36.7081102,OnDemAND
Business,22480.0,Bike,Express,desktop,I placed the wrong locations.,Customer,4,15:09:41,4,,4,15:10:13,10,-1.2674326,36.8168804,OnDemAND
Business,20680.0,Bike,Express,desktop,My order is not ready.,Customer,4,16:42:16,4,,4,16:42:25,0,-1.2579143,36.80600020000001,OnDemAND
Personal,-1.0,Bike,Standard,android,No Partner,Staff,5,15:32:26,5,10:03:39,5,13:22:57,13,-1.2901832,36.7830683,Scheduled
Business,32692.0,Bike,Express,API,No Partner,Staff,5,21:46:14,5,,5,03:00:00,0,-1.3244904,36.8657943,OnDemAND
Business,32692.0,Bike,Express,API,No Partner,Staff,5,23:02:49,5,,5,03:00:00,0,-1.3348904,36.8702943,OnDemAND
Business,20680.0,Bike,Express,android,No Partner,Staff,5,16:51:50,5,06:53:43,5,07:39:37,17,-1.2610895,36.7868034,Scheduled
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,4,15:44:06,4,,4,15:45:13,5,-1.2794965,36.784777500000004,OnDemAND
Personal,-1.0,Bike,Express,android,No Partner,Staff,4,15:53:43,4,15:58:45,4,18:44:17,6,-1.2852826000000002,36.8283265,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,4,17:07:31,4,,4,17:31:25,7,-1.2613895,36.7852034,OnDemAND
Business,23872.0,Bike,Express,desktop,I placed the wrong locations.,Customer,4,16:35:25,4,16:36:02,4,16:38:25,9,-1.3020667,36.7786495,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,4,08:26:47,4,,4,08:35:10,9,-1.2925387,36.8028447,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,4,08:07:04,4,,4,08:08:06,7,-1.2847624,36.7752609,OnDemAND
Business,20680.0,Bike,Express,desktop,My order is not ready.,Customer,4,06:40:17,4,06:52:06,4,07:51:12,11,-1.2918183,36.9038338,OnDemAND
Personal,-1.0,Bike,Express,android,No Partner,Staff,4,07:44:13,4,07:45:11,4,08:57:40,40,-1.2462346000000002,36.87400529999999,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,4,07:41:35,4,,4,08:02:13,7,-1.3281233000000001,36.833690999999995,OnDemAND
Personal,-1.0,Bike,Standard,android,My order is not ready.,Customer,4,06:54:42,4,,4,06:55:16,9,-1.2960826,36.765680700000004,OnDemAND
Personal,-1.0,Bike,Express,ios,No driver has been allocated to my request.,Customer,4,14:18:05,4,,4,14:19:51,16,-1.3136146,36.8396771,OnDemAND
Personal,-1.0,Bike,Express,android,No Partner,Staff,4,10:35:19,4,10:37:35,4,12:32:02,6,-1.2981435,36.7775242,OnDemAND
Business,26368.0,Bike,Standard,desktop,No Partner,Staff,4,12:51:50,4,14:41:25,4,15:16:52,6,-1.3023108,36.7877135,OnDemAND
Business,17968.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,4,14:14:46,4,15:18:16,4,15:33:07,7,-1.3045376,36.823877200000005,OnDemAND
Business,20680.0,Bike,Express,desktop,No Partner,Staff,4,15:22:05,4,18:37:46,4,18:46:17,6,-1.2536301,36.801598299999995,Scheduled
Personal,-1.0,Bike,Standard,desktop,Customer error,Staff,5,11:30:53,5,12:52:58,5,07:03:46,8,-1.3286688999999998,36.8729255,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,4,19:15:42,4,,4,19:17:15,21,-1.2845505,36.778603600000004,OnDemAND
Business,18028.0,Bike,Standard,android,My order is not ready.,Customer,4,14:28:54,4,,4,14:29:08,2,-1.3058097,36.7733221,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,4,21:01:20,4,,4,21:23:55,9,-1.3276066999999998,36.7928554,OnDemAND
Personal,-1.0,Bike,Express,android,The driver is too far away.,Customer,4,18:40:59,4,18:42:33,4,18:45:19,25,-1.2768944,36.826795600000004,OnDemAND
Personal,-1.0,Bike,Standard,android,The driver is too far away.,Customer,4,11:40:34,4,12:04:26,4,12:49:46,9,-1.2900265,36.8859276,OnDemAND
Business,26368.0,Bike,Express,desktop,I placed the wrong locations.,Customer,4,09:31:12,4,09:31:22,4,09:35:22,37,-1.2851598999999998,36.813942,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,4,16:32:28,4,,4,16:33:20,5,-1.2721818999999999,36.7972694,OnDemAND
Personal,-1.0,Bike,Standard,android,No Partner,Staff,4,14:37:30,4,,4,17:28:31,9,-1.2789568,36.8024953,OnDemAND
Personal,-1.0,Bike,Standard,android,No Partner,Staff,5,13:54:49,5,19:07:47,5,03:00:00,16,-1.2258292,36.8188884,Scheduled
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,4,10:21:31,4,,4,10:24:47,14,-1.2245671,36.8943931,OnDemAND
Business,17968.0,Bike,Standard,desktop,No Partner,Staff,4,14:56:43,4,15:27:30,4,16:38:32,16,-1.3100209999999999,36.835695,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,4,10:48:45,4,,4,10:48:52,9,-1.2789653,36.8223505,OnDemAND
Personal,-1.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,4,16:25:49,4,,4,16:28:41,5,-1.2659192,36.80979489999999,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,4,09:30:01,4,,4,09:44:31,6,-1.2932763999999999,36.7958749,OnDemAND
Business,23092.0,Bike,Standard,desktop,No Partner,Staff,4,15:16:42,4,15:27:30,4,15:47:12,14,-1.304333,36.7797695,OnDemAND
Business,52588.0,Bike,Standard,desktop,No Partner,Staff,4,14:30:13,4,,4,14:37:19,21,-1.3362181,36.9137018,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,4,11:51:36,4,,4,12:02:05,5,-1.2874185,36.8244979,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,4,18:37:27,4,,4,18:37:42,25,-1.2789944,36.8294956,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,4,19:37:38,4,,4,19:49:02,14,-1.31377,36.828590999999996,OnDemAND
Personal,-1.0,Bike,Express,ios,No driver has been allocated to my request.,Customer,4,12:12:40,4,,4,12:13:18,4,-1.2878882999999999,36.8202336,OnDemAND
Personal,-1.0,Bike,Standard,android,Customer error,Staff,4,13:47:29,4,,4,14:02:38,7,-1.2656604999999999,36.8050777,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,4,17:04:39,4,18:13:42,4,18:35:26,4,-1.2859943999999999,36.8194956,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,4,09:53:17,4,,4,09:58:16,6,-1.2935763999999998,36.7874749,OnDemAND
Personal,-1.0,Bike,Express,ios,My order is not ready.,Customer,4,10:19:11,4,10:20:31,4,10:32:12,11,-1.2743494,36.7659783,OnDemAND
Business,17968.0,Bike,Express,desktop,No Partner,Staff,4,14:21:38,4,14:40:32,4,16:49:10,19,-1.309321,36.829495,OnDemAND
Personal,-1.0,Bike,Express,android,My order is not ready.,Customer,4,12:39:21,4,13:55:07,4,14:36:50,14,-1.3158683,36.715543200000006,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,4,17:15:30,4,17:52:05,4,18:35:02,4,-1.2807944,36.8230956,OnDemAND
Personal,-1.0,Bike,Express,ios,I placed the wrong locations.,Customer,4,10:49:27,4,10:55:00,4,11:09:32,19,-1.2811326,36.785354,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,4,10:19:19,4,,4,10:19:25,22,-1.2753649999999999,36.809877,OnDemAND
Business,20680.0,Bike,Express,desktop,I placed the wrong locations.,Customer,4,10:10:31,4,10:43:35,4,10:59:32,8,-1.3410066,36.763663799999996,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,4,13:34:27,4,14:23:01,4,14:37:21,15,-1.2823431,36.8234273,OnDemAND
Personal,-1.0,Bike,Express,android,The driver is too far away.,Customer,4,15:28:03,4,15:51:59,4,16:40:23,14,-1.2715846000000002,36.81240220000001,OnDemAND
Business,29236.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,4,10:22:20,4,,4,11:43:21,5,-1.2807708,36.8253093,OnDemAND
Personal,-1.0,Bike,Standard,ios,No Partner,Staff,5,19:33:52,5,,5,03:00:00,8,-1.2404522,36.7639025,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,4,15:10:38,4,,4,15:41:57,3,-1.2727191999999998,36.8054949,OnDemAND
Personal,-1.0,Bike,Express,ios,Delay,Staff,4,09:18:18,4,09:26:22,4,09:28:51,8,-1.2612981,36.80917120000001,OnDemAND
Business,42304.0,Bike,Express,desktop,I placed the wrong locations.,Customer,4,13:17:11,4,13:34:46,4,13:51:39,22,-1.364842,36.736185,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,4,09:04:36,4,09:12:01,4,10:16:15,14,-1.306592,36.732057,OnDemAND
Personal,-1.0,Bike,Express,ios,No driver has been allocated to my request.,Customer,4,18:26:47,4,,4,18:40:40,5,-1.2969826,36.762480700000005,OnDemAND
Business,58624.0,Bike,Express,desktop,No Partner,Staff,4,13:15:20,4,14:44:19,4,15:01:53,6,-1.2785107,36.816481599999996,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,4,12:02:48,4,,4,12:17:01,5,-1.2846184999999999,36.8261979,OnDemAND
Business,17968.0,Bike,Express,desktop,I placed the wrong locations.,Customer,4,14:12:13,4,,4,14:15:39,19,-1.299221,36.835895,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,4,09:45:03,4,,4,09:52:38,6,-1.2996763999999998,36.7919749,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,4,11:30:55,4,15:37:41,4,16:08:36,9,-1.2708643,36.8077214,Scheduled
Business,56932.0,Bike,Standard,desktop,Customer error,Staff,4,11:28:59,4,,4,16:53:19,18,-1.2596573,36.810385499999995,OnDemAND
Business,58648.0,Bike,Express,ios,No driver has been allocated to my request.,Customer,4,15:48:45,4,,4,15:58:19,18,-1.3371765,36.915902,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,4,19:21:42,4,19:23:23,4,19:23:26,21,-1.2801505,36.779903600000004,OnDemAND
Business,22996.0,Bike,Express,android,The driver is too far away.,Customer,4,13:50:43,4,,4,14:45:08,7,-1.2977066000000002,36.774342299999994,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,4,12:56:28,4,,4,13:01:18,8,-1.2567700000000002,36.7805,OnDemAND
Business,20680.0,Bike,Express,desktop,I placed the wrong locations.,Customer,4,14:18:43,4,,4,14:19:46,17,-1.3445066,36.765563799999995,OnDemAND
Personal,-1.0,Bike,Standard,android,I placed the wrong locations.,Customer,4,13:05:59,4,13:14:58,4,13:42:35,16,-1.3254602,36.839069200000004,OnDemAND
Personal,-1.0,Bike,Standard,android,I placed the wrong locations.,Customer,4,12:40:03,4,,4,12:40:15,9,-1.2944879999999999,36.777672700000004,OnDemAND
Personal,-1.0,Bike,Express,ios,No driver has been allocated to my request.,Customer,4,11:28:10,4,11:29:35,4,11:33:53,11,-1.2848494,36.7716783,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,4,12:37:15,4,,4,12:58:14,11,-1.3085067,36.834101399999994,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,4,12:35:37,4,12:36:05,4,12:38:31,15,-1.3203931,36.7119102,OnDemAND
Business,31576.0,Bike,Express,desktop,My order is not ready.,Customer,4,08:54:25,4,08:54:35,4,08:55:08,65,-1.3305885,36.889392,OnDemAND
Personal,-1.0,Bike,Standard,android,No Partner,Staff,5,16:50:21,5,18:26:58,5,08:58:18,8,-1.2811736,36.8469646,OnDemAND
Business,11956.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,4,11:50:39,4,,4,13:27:07,4,-1.2844765,36.8184086,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,4,13:22:03,4,,4,13:38:21,9,-1.2767473999999999,36.814176399999994,OnDemAND
Personal,-1.0,Bike,Express,android,Customer error,Staff,4,12:55:06,4,13:13:05,4,13:52:00,19,-1.2050288,36.788912700000004,OnDemAND
Business,20680.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,4,14:24:22,4,,4,16:49:11,7,-1.2620895,36.7892034,OnDemAND
Business,20680.0,Bike,Express,desktop,I placed the wrong locations.,Customer,4,13:14:58,4,13:50:47,4,14:17:56,15,-1.3383066000000001,36.767263799999995,OnDemAND
Personal,-1.0,Bike,Express,android,I placed the wrong locations.,Customer,4,10:22:12,4,10:23:12,4,10:28:56,10,-1.3588253000000001,36.916429799999996,OnDemAND
Personal,-1.0,Bike,Standard,android,I placed the wrong locations.,Customer,4,13:04:42,4,,4,13:05:35,14,-1.3497867000000001,36.7260378,OnDemAND
Personal,-1.0,Bike,Standard,ios,No driver has been allocated to my request.,Customer,4,18:50:02,4,,4,19:33:10,8,-1.2453522,36.7600025,OnDemAND
Personal,-1.0,Bike,Express,android,No driver has been allocated to my request.,Customer,4,11:40:16,4,11:50:44,4,11:50:47,5,-1.2938185,36.822097899999996,OnDemAND
Personal,-1.0,Bike,Express,ios,My order is not ready.,Customer,4,12:52:36,4,12:52:58,4,13:34:43,16,-1.3214146,36.8305771,OnDemAND
Personal,-1.0,Bike,Express,ios,My order is not ready.,Customer,4,14:24:32,4,14:25:21,4,14:51:50,2,-1.2599455,36.803093,OnDemAND
Business,58636.0,Bike,Express,desktop,I placed the wrong locations.,Customer,4,20:39:45,4,,4,20:41:47,58,-1.3540378,36.9363184,Scheduled
Business,29236.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,4,15:36:10,4,,4,15:36:38,11,-1.3254113,36.839056299999996,OnDemAND
Personal,-1.0,Bike,Express,ios,The driver is too far away.,Customer,4,15:46:33,4,15:50:48,4,16:16:11,12,-1.2579605,36.8058777,OnDemAND
Business,18028.0,Bike,Express,desktop,I placed the wrong locations.,Customer,1,09:54:37,1,09:54:58,1,19:00:32,3,-1.295467,36.7750901,OnDemAND
Personal,-1.0,Bike,Standard,android,No driver has been allocated to my request.,Customer,4,12:53:32,4,,4,13:05:44,12,-1.2960793,36.8621299,OnDemAND
Business,32536.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,4,11:43:55,4,,4,13:25:06,8,-1.2612421999999999,36.789617799999995,OnDemAND
Personal,-1.0,Bike,Express,android,The driver is too far away.,Customer,4,16:48:13,4,,4,16:49:07,9,-1.2565979,36.801139899999995,OnDemAND
Business,40300.0,Bike,Express,desktop,I placed the wrong locations.,Customer,4,15:04:32,4,,4,15:05:39,6,-1.2238799999999999,36.837715,OnDemAND
Personal,-1.0,Bike,Express,android,The driver is too far away.,Customer,4,18:11:09,4,18:12:19,4,18:34:47,25,-1.2861943999999998,36.8226956,OnDemAND
Personal,-1.0,Bike,Express,android,No Partner,Staff,4,15:37:56,4,16:29:14,4,17:32:55,5,-1.2587971000000002,36.8078937,OnDemAND
Business,20680.0,Bike,Standard,android,No Partner,Staff,5,10:28:11,5,,5,03:00:01,8,-1.2582895,36.7838034,OnDemAND
Personal,-1.0,Bike,Standard,android,The driver is too far away.,Customer,4,11:53:51,4,12:04:26,4,12:51:42,21,-1.223863,36.9240565,OnDemAND
Personal,-1.0,Bike,Express,android,The driver is too far away.,Customer,4,12:20:04,4,,4,12:22:53,4,-1.2812973,36.8247984,OnDemAND
Business,29296.0,Bike,Express,desktop,No driver has been allocated to my request.,Customer,4,12:57:28,4,,4,14:07:14,11,-1.2791946,36.8243428,OnDemAND
Personal,-1.0,Bike,Express,android,My order is not ready.,Customer,4,11:12:14,4,,4,11:14:25,6,-1.2710424,36.8114049,OnDemAND
